Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,11,27.851,65.426,153.288,1.8,65.426,153.288,-0.254,4.439,6.767,93.456,451.999,0.294,66.798,21.053,77.36,3.202,6.072,1.354,18.562,1.209,0.638,0.336,5.917,1.204,447.51,97.945,67.208,22.501,6.659,4.353,5.441,3.516
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,12,22.126,65.169,153.657,1.8,65.169,153.657,-0.339,4.112,7.023,59.976,392.12,0.407,55.835,14.586,61.865,4.388,6.127,1.825,31.64,1.277,0.544,0.317,5.917,1.204,391.86,60.235,56.273,14.68,6.964,4.103,6.089,4.725
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,13,19.495,65.157,153.419,1.8,65.157,153.419,-0.345,4.424,7.052,41.984,337.323,0.372,47.837,9.49,49.598,3.745,5.816,1.217,26.931,1.342,0.548,0.294,5.917,1.204,337.187,42.12,48.171,9.593,7,4.39,5.246,4.223
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,14,20.635,65.337,153.504,1.8,65.337,153.504,-0.361,4.869,7.109,38.489,342.45,0.429,48.169,7.905,48.804,4.322,6.651,0.874,27.516,1.186,0.555,0.257,5.917,1.204,342.441,38.498,48.282,7.86,7.093,4.898,5.597,5.882
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,15,19.481,65.572,153.711,1.8,65.572,153.711,-0.312,4.488,6.943,44.463,384.748,0.307,55.418,9.908,56.334,3.233,6.647,1.3,26.117,1.5,0.591,0.331,5.917,1.204,383.758,45.453,56.618,9.521,6.778,4.774,6.175,4.621
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,16,19.58,66.004,153.854,1.8,66.004,153.854,-0.344,4.551,6.651,53.198,369.757,0.371,55.595,11.689,57.144,2.315,6.727,1.73,23.687,1.061,0.582,0.286,5.917,1.204,369.595,53.36,55.977,11.546,6.603,4.622,6.659,3.199
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,17,23.926,65.743,154.187,1.8,65.743,154.187,-0.403,4.568,7.013,65.162,415.356,0.613,59.23,14.266,61.44,4.078,8.177,1.231,41.432,1.186,0.634,0.269,5.917,1.204,414.89,65.628,58.262,14.642,7.121,4.482,6.908,6.46
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,18,25.009,65.921,154.365,1.8,65.921,154.365,-0.436,4.605,6.954,91.201,381.922,0.745,54.918,19.806,62.073,3.723,6.798,1.676,33.48,1.209,0.674,0.307,5.917,1.204,380.503,92.62,53.632,21.222,7.095,4.364,6.676,4.928
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,19,26.697,66.186,154.635,1.8,66.186,154.635,-0.376,4.102,7.198,119.43,357.962,0.599,49.732,29.113,62.823,6.053,12.184,0.542,49.068,1.186,0.731,0.277,5.917,1.204,357.942,119.45,49.601,29.109,7.216,4.104,6.643,11.996
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,20,27.935,66.432,154.901,1.8,66.432,154.901,-0.346,3.891,6.875,126.612,371.122,0.535,53.982,32.537,68.871,5.388,11.885,0.63,48.663,1.423,0.867,0.327,5.917,1.204,371.018,126.716,54.341,32.819,6.828,3.861,6.482,11.528
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,21,27.232,66.699,155.111,1.8,66.699,155.111,-0.302,3.756,6.992,126.1,372.909,0.401,53.333,33.575,69.338,5.476,11.433,0.646,44.037,1.383,0.847,0.3,5.917,1.204,371.879,127.13,53.961,34.471,6.892,3.688,6.481,10.991
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,22,25.881,66.963,155.236,1.8,66.963,155.236,-0.293,3.645,6.911,113.301,361.666,0.36,52.329,31.088,67.201,4.295,10.677,0.715,31.987,1.677,0.999,0.416,5.917,1.204,360.336,114.63,53.112,32.34,6.785,3.545,6.091,10.037
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,23,22.295,66.265,155.553,1.8,66.265,155.553,-0.439,3.618,7.547,96.56,233.894,0.671,30.991,26.689,41.695,4.201,10.318,0.761,36.678,1.5,0.916,0.411,5.917,1.204,233.173,97.282,30.272,26.884,7.702,3.619,5.921,9.526
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,24,23.082,67.133,155.344,1.8,67.133,155.344,-0.433,3.522,6.645,94.561,292.208,0.678,43.977,26.851,56.856,3.634,10.069,0.819,28.17,1.443,0.932,0.31,5.917,1.204,291.329,95.44,43.559,26.862,6.688,3.553,5.589,9.262
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,25,24.123,68.003,155.169,1.8,68.003,155.169,-0.323,3.544,6.484,93.805,333.491,0.405,51.433,26.466,61.756,3.175,9.919,0.853,28.604,1.383,0.966,0.325,5.917,1.204,333.038,94.258,50.59,27.547,6.583,3.422,5.011,8.836
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,26,21.746,68.536,154.994,1.8,68.536,154.994,-0.174,3.8,6.244,69.108,283.373,0.108,45.38,18.188,53.033,2.645,8.393,0.825,21.176,1.5,1.033,0.345,5.917,1.204,275.503,76.978,42.133,21.501,6.539,3.58,4.091,7.593
MCZ6927_mesohippusbarbouri_mt_bonejtrimmed.tif,10,27,21.887,68.981,155.117,1.8,68.981,155.117,-0.152,3.78,6.287,75.693,251.334,0.084,39.974,20.027,49.171,2.013,7.643,0.84,18.509,1.443,0.988,0.309,5.917,1.204,243.394,83.633,36.851,24.412,6.605,3.426,3.716,6.801
