Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
MCZ7608anchitheriumclarenci_bonej.tif,5,245,226.406,123.109,130.807,1.8,123.109,130.807,-0.044,10.651,11.705,5595.839,7297.587,0.073,623.443,525.406,1035.363,18.193,22.14,2.786,68.263,7.368,5.341,1.909,2.81,4.381,7160.732,5732.694,701.191,621.545,10.212,9.223,18.35,19.871
MCZ7608anchitheriumclarenci_bonej.tif,5,246,225.871,123.078,130.811,1.8,123.078,130.811,-0.027,10.704,11.797,5625.511,7333.87,0.028,621.666,525.573,1038.293,18.214,22.182,2.781,68.471,7.326,5.249,1.982,2.81,4.381,7180.599,5778.782,701.014,626.131,10.243,9.229,18.354,19.871
MCZ7608anchitheriumclarenci_bonej.tif,5,247,225.534,123.037,130.807,1.8,123.037,130.807,-0.023,10.715,11.853,5627.316,7361.602,0.02,621.087,525.16,1037.345,18.234,22.204,2.81,68.569,7.241,5.343,1.943,2.81,4.381,7201.708,5787.211,700.529,626.157,10.28,9.242,18.385,19.933
MCZ7608anchitheriumclarenci_bonej.tif,5,248,226.124,123.022,130.825,1.8,123.022,130.825,-0.012,10.621,11.907,5668.71,7393.717,0.005,620.936,533.732,1042.432,18.244,22.24,2.822,68.61,7.368,5.322,1.958,2.81,4.381,7223.153,5839.273,701.215,629.964,10.301,9.269,18.424,19.941
MCZ7608anchitheriumclarenci_bonej.tif,5,249,225.252,122.985,130.837,1.8,122.985,130.837,-0.005,10.638,11.964,5696.591,7412.227,0.001,619.528,535.501,1043.544,18.279,22.252,2.788,68.778,7.535,5.21,2.029,2.81,4.381,7236.118,5872.701,702.264,633.251,10.304,9.274,18.428,19.944
MCZ7608anchitheriumclarenci_bonej.tif,5,250,224.957,122.966,130.843,1.8,122.966,130.843,-0.001,10.762,11.996,5728.734,7449.937,5.04E-05,621.018,532.325,1047.749,18.318,22.31,2.766,69.044,7.501,5.225,1.994,2.81,4.381,7268.966,5909.705,701.713,637.222,10.359,9.274,18.431,20.018
MCZ7608anchitheriumclarenci_bonej.tif,5,251,224.971,122.94,130.857,1.8,122.94,130.857,0.004,10.888,12.043,5765.742,7488.987,6.85E-04,621.854,529.53,1052.016,18.318,22.354,2.761,69.183,7.23,5.156,1.922,2.81,4.381,7301.915,5952.815,702.884,642.168,10.389,9.27,18.431,20.053
MCZ7608anchitheriumclarenci_bonej.tif,5,252,225.759,122.91,130.879,1.8,122.91,130.879,0.012,10.899,12.101,5828.322,7534.998,0.005,622.671,534.753,1055.84,18.378,22.428,2.813,69.547,7.501,5.139,2.06,2.81,4.381,7341.735,6021.585,704.316,647.964,10.424,9.293,18.501,20.091
MCZ7608anchitheriumclarenci_bonej.tif,5,253,225.491,122.869,130.897,1.8,122.869,130.897,0.004,10.966,12.113,5892.597,7571.502,5.71E-04,625.056,537.374,1057.92,18.408,22.488,2.746,69.686,7.307,4.992,1.979,2.81,4.381,7389.652,6074.447,705.635,651.42,10.472,9.325,18.54,20.13
MCZ7608anchitheriumclarenci_bonej.tif,5,254,226.687,122.862,130.929,1.8,122.862,130.929,0.023,11.121,12.191,5967.578,7635.947,0.019,626.385,536.599,1069.146,18.454,22.546,2.798,69.854,7.501,5.094,2.048,2.81,4.381,7435.389,6168.136,708.85,663.19,10.489,9.301,18.544,20.2
MCZ7608anchitheriumclarenci_bonej.tif,5,255,226.617,122.831,130.938,1.8,122.831,130.938,0.023,11.124,12.223,6012.144,7675.351,0.02,627.954,540.475,1073.489,18.48,22.557,2.782,69.952,7.307,5.102,1.995,2.81,4.381,7474.966,6212.529,710.439,667.85,10.522,9.302,18.578,20.235
MCZ7608anchitheriumclarenci_bonej.tif,5,256,226.8,122.826,130.955,1.8,122.826,130.955,0.044,11.209,12.3,6052.033,7735.777,0.072,628.944,539.936,1081.392,18.505,22.599,2.777,70.021,7.38,4.832,2.075,2.81,4.381,7509.739,6278.07,712.767,673.722,10.536,9.318,18.613,20.281
MCZ7608anchitheriumclarenci_bonej.tif,5,257,226.898,122.823,130.972,1.8,122.823,130.972,0.06,11.344,12.361,6084.71,7821.581,0.135,632.749,536.382,1087.758,18.505,22.685,2.767,70.259,7.38,4.901,2.029,2.81,4.381,7568.921,6337.37,718.096,683.705,10.54,9.269,18.613,20.316
MCZ7608anchitheriumclarenci_bonej.tif,5,258,228.938,122.825,131.013,1.8,122.825,131.013,0.079,11.378,12.506,6162.732,7925.483,0.237,633.733,541.637,1102.567,18.534,22.738,2.79,70.496,7.241,4.834,2.019,2.81,4.381,7644.924,6443.291,724.518,697.844,10.552,9.233,18.613,20.35
MCZ7608anchitheriumclarenci_bonej.tif,5,259,230.611,122.829,131.047,1.8,122.829,131.047,0.088,11.416,12.435,6230.245,8029.539,0.296,645.729,545.745,1117.977,18.562,22.779,2.785,70.496,7.004,4.65,2.034,2.81,4.381,7731.314,6528.47,731.942,701.837,10.563,9.302,18.665,20.393
MCZ7608anchitheriumclarenci_bonej.tif,5,260,227.615,122.729,131.031,1.8,122.729,131.031,0.086,11.427,12.628,6237.144,7984.59,0.281,632.277,545.84,1102.664,18.633,22.882,2.759,70.565,6.842,4.618,1.971,2.81,4.381,7697.206,6524.528,722.869,704.719,10.648,9.258,18.652,20.428
MCZ7608anchitheriumclarenci_bonej.tif,5,261,229.472,122.73,131.038,1.8,122.73,131.038,0.089,11.527,12.634,6280.852,8081.064,0.3,639.653,544.874,1113.758,18.665,22.932,2.782,70.831,6.784,4.555,2.032,2.81,4.381,7781.633,6580.283,730.451,709.968,10.653,9.268,18.665,20.505
MCZ7608anchitheriumclarenci_bonej.tif,5,262,230.907,122.709,131.078,1.8,122.709,131.078,0.096,11.533,12.691,6354.123,8154.177,0.351,642.526,550.944,1118.366,18.78,23.059,2.768,70.831,6.684,4.5,2.018,2.81,4.381,7845.348,6662.953,734.185,714.396,10.686,9.327,18.801,20.544
MCZ7608anchitheriumclarenci_bonej.tif,5,263,230.794,122.71,131.078,1.8,122.71,131.078,0.109,11.675,12.726,6347.856,8260.468,0.456,649.126,543.721,1126.117,18.848,23.113,2.791,70.831,6.513,4.326,1.903,2.81,4.381,7912.583,6695.742,740.257,711.973,10.689,9.404,18.889,20.582
MCZ7608anchitheriumclarenci_bonej.tif,5,264,228.459,122.641,131.073,1.8,122.641,131.073,0.112,11.708,12.788,6373.498,8247.164,0.476,644.902,544.376,1124.302,18.998,23.127,2.774,70.901,7.108,4.405,2.077,2.81,4.381,7902.14,6718.522,732.794,701.71,10.784,9.574,19.068,20.652
MCZ7608anchitheriumclarenci_bonej.tif,5,265,229.345,122.62,131.096,1.8,122.62,131.096,0.115,11.733,12.826,6416.247,8296.489,0.502,646.83,546.858,1127.238,19.079,23.195,2.781,70.97,7.052,4.372,2.076,2.81,4.381,7946.133,6766.603,734.769,699.383,10.814,9.675,19.187,20.691
MCZ7608anchitheriumclarenci_bonej.tif,5,266,228.881,122.625,131.106,1.8,122.625,131.106,0.132,11.787,12.876,6408.948,8425.021,0.663,654.297,543.722,1134.045,19.209,23.282,2.744,71.068,6.879,4.306,1.977,2.81,4.381,8021.739,6812.23,741.815,696.801,10.814,9.776,19.331,20.729
MCZ7608anchitheriumclarenci_bonej.tif,5,267,227.517,122.556,131.091,1.8,122.556,131.091,0.113,11.788,12.977,6435.49,8421.331,0.478,648.965,545.918,1128.871,19.31,23.323,2.767,71.207,6.709,4.284,1.992,2.81,4.381,8054.828,6801.993,740.503,683.2,10.878,9.956,19.478,20.768
MCZ7608anchitheriumclarenci_bonej.tif,5,268,228.698,122.564,131.135,1.8,122.564,131.135,0.132,11.755,13.003,6517.364,8527.425,0.657,655.818,554.425,1142.687,19.441,23.434,2.769,71.179,6.474,4.135,1.859,2.81,4.381,8126.274,6918.515,743.945,692.589,10.923,9.989,19.586,20.81
MCZ7608anchitheriumclarenci_bonej.tif,5,269,229.43,122.561,131.122,1.8,122.561,131.122,0.131,11.647,13.022,6537.198,8607.545,0.652,661.024,561.28,1148.999,19.49,23.477,2.764,71.179,6.479,4.126,1.928,2.81,4.381,8195.482,6949.262,750.123,687.301,10.926,10.111,19.695,20.849
MCZ7608anchitheriumclarenci_bonej.tif,5,270,228.994,122.531,131.147,1.8,122.531,131.147,0.133,11.642,13.066,6631.718,8641.962,0.668,661.387,569.655,1153.984,19.661,23.559,2.798,71.514,6.513,4.157,1.958,2.81,4.381,8239.113,7034.567,749.265,686.462,10.996,10.248,19.88,20.919
MCZ7608anchitheriumclarenci_bonej.tif,5,271,228.375,122.501,131.167,1.8,122.501,131.167,0.127,11.652,13.098,6699.947,8676.296,0.614,662.405,575.015,1156.626,19.871,23.612,2.777,71.543,6.68,4.147,2.003,2.81,4.381,8288.604,7087.639,748.733,687.003,11.07,10.317,19.961,20.961
MCZ7608anchitheriumclarenci_bonej.tif,5,272,229.05,122.47,131.194,1.8,122.47,131.194,0.114,11.517,13.082,6827.871,8734.587,0.498,667.695,592.872,1171.765,20.06,23.612,2.777,72.046,7.044,4.1,2.094,2.81,4.381,8379.893,7182.565,749.665,692.356,11.178,10.374,20.073,21.066
MCZ7608anchitheriumclarenci_bonej.tif,5,273,229.908,122.416,131.247,1.8,122.416,131.247,0.104,11.42,13.105,6965.948,8814.273,0.413,672.595,609.965,1184.902,20.178,23.64,2.788,71.907,6.185,3.847,1.872,2.81,4.381,8485.279,7294.942,752.192,697.811,11.281,10.454,20.189,21.135
