Label,Bone Code,Slice,CSA (mm²),X cent. (mm),Y cent. (mm),Density,wX cent. (mm),wY cent. (mm),Theta (rad),R1 (mm),R2 (mm),Imin (mm^4),Imax (mm^4),Ipm (mm^4),Zmax (mm³),Zmin (mm³),Zpol (mm³),Feret Min (mm),Feret Max (mm),Feret Angle (rad),Perimeter (mm),Max Thick 2D (mm),Mean Thick 2D (mm),SD Thick 2D (mm),A (rad),M (rad),IAP(mm^4),IML(mm^4),ZAP(mm³),ZML(mm³),RAP(mm),RML(mm),DAP(mm),DML(mm)
AMNH2_8bit_trimmed.tif,5,106,156.095,36.591,38.482,1.8,36.591,38.482,-0.769,7.811,8.929,2415.081,3099.742,12.575,347.14,309.183,617.078,14.688,16.679,0.903,53.411,6.779,5.185,1.301,1.885,3.456,2949.291,2565.532,351.381,322.672,8.393,7.951,15.718,16.469
AMNH2_8bit_trimmed.tif,5,107,155.492,36.592,38.493,1.8,36.592,38.493,-0.781,7.813,8.92,2395.369,3085.983,12.831,345.953,306.589,612.868,14.665,16.712,0.944,53.337,6.769,5.114,1.299,1.885,3.456,2940.909,2540.442,349.656,321.571,8.411,7.9,15.639,16.495
AMNH2_8bit_trimmed.tif,5,108,155.484,36.617,38.494,1.8,36.617,38.494,-0.791,7.827,8.88,2392.222,3081.425,13.104,347.005,305.645,614.213,14.678,16.675,0.975,53.38,6.769,5.165,1.301,1.885,3.456,2942.524,2531.123,350.623,320.699,8.392,7.893,15.612,16.473
AMNH2_8bit_trimmed.tif,5,109,155.286,36.63,38.514,1.8,36.63,38.514,-0.808,7.841,8.936,2388.883,3071.101,13.524,343.669,304.665,610.994,14.686,16.664,0.895,53.146,6.769,5.172,1.308,1.885,3.456,2942.727,2517.257,352.431,318.192,8.35,7.911,15.688,16.471
AMNH2_8bit_trimmed.tif,5,110,155.365,36.66,38.516,1.8,36.66,38.516,-0.802,7.807,8.955,2386.6,3082.35,13.365,344.194,305.709,610.69,14.674,16.655,1.007,53.567,6.769,5.165,1.311,1.885,3.456,2947.929,2521.02,354.983,317.526,8.304,7.94,15.747,16.418
AMNH2_8bit_trimmed.tif,5,111,155.096,36.682,38.526,1.8,36.682,38.526,-0.809,7.828,8.969,2380.195,3078.402,13.533,343.218,304.077,608.43,14.703,16.72,0.891,53.042,6.779,5.169,1.346,1.885,3.456,2947.556,2511.041,352.723,316.391,8.357,7.937,15.633,16.446
AMNH2_8bit_trimmed.tif,5,112,155.207,36.728,38.535,1.8,36.728,38.535,-0.815,7.857,8.992,2379.143,3077.641,13.706,342.265,302.79,606.848,14.662,16.694,0.91,52.768,6.818,5.207,1.352,1.885,3.456,2950.178,2506.606,351.626,315.069,8.39,7.956,15.576,16.446
AMNH2_8bit_trimmed.tif,5,113,155.643,36.746,38.54,1.8,36.746,38.54,-0.816,7.816,9,2393.215,3093.441,13.767,343.72,306.189,609.63,14.658,16.694,0.91,53.159,6.853,5.222,1.363,1.885,3.456,2966.119,2520.536,354.684,317.275,8.363,7.944,15.716,16.469
AMNH2_8bit_trimmed.tif,5,114,155.722,36.766,38.548,1.8,36.766,38.548,-0.828,7.825,8.952,2387.892,3100.787,14.093,346.384,305.177,613.13,14.663,16.703,0.964,52.977,6.828,5.22,1.356,1.885,3.456,2977.87,2510.808,354.964,318.589,8.389,7.881,15.544,16.501
AMNH2_8bit_trimmed.tif,5,115,155.127,36.806,38.565,1.8,36.806,38.565,-0.839,7.799,8.906,2386.708,3080.507,14.319,345.879,306.03,613.253,14.685,16.694,0.91,52.716,6.769,5.197,1.347,1.885,3.456,2966.537,2500.677,352.613,317.766,8.413,7.87,15.686,16.533
AMNH2_8bit_trimmed.tif,5,116,154.54,36.823,38.569,1.8,36.823,38.569,-0.86,7.79,8.912,2382.25,3062.152,14.788,343.602,305.818,609.968,14.694,16.679,0.903,52.937,6.743,5.177,1.333,1.885,3.456,2960.579,2483.823,352.887,316.03,8.39,7.859,15.489,16.507
AMNH2_8bit_trimmed.tif,5,117,154.469,36.827,38.589,1.8,36.827,38.589,-0.876,7.789,8.928,2377.609,3076.484,15.201,344.596,305.245,608.776,14.782,16.707,0.884,53.241,6.613,5.127,1.305,1.885,3.456,2980.18,2473.912,353.567,316.669,8.429,7.812,15.603,16.565
AMNH2_8bit_trimmed.tif,5,118,154.556,36.849,38.591,1.8,36.849,38.591,-0.883,7.8,8.971,2380.422,3089.29,15.379,344.349,305.185,608.969,14.8,16.764,0.913,53.715,6.61,5.108,1.302,1.885,3.456,2994.863,2474.85,355.122,318.167,8.433,7.778,15.438,16.59
AMNH2_8bit_trimmed.tif,5,119,153.795,36.85,38.59,1.8,36.85,38.59,-0.909,7.77,8.974,2360.517,3067.852,15.944,341.852,303.814,603.791,14.788,16.776,0.967,53.862,6.594,5.091,1.301,1.885,3.456,2985.595,2442.773,356.395,316.318,8.377,7.723,15.377,16.529
AMNH2_8bit_trimmed.tif,5,120,153.715,36.868,38.586,1.8,36.868,38.586,-0.907,7.767,8.999,2355.255,3065.221,15.899,340.633,303.224,598.787,14.781,16.784,0.947,53.168,6.569,5.084,1.288,1.885,3.456,2981.976,2438.5,355.813,317.392,8.381,7.683,15.354,16.529
AMNH2_8bit_trimmed.tif,5,121,153.691,36.887,38.587,1.8,36.887,38.587,-0.907,7.784,8.995,2347.215,3067.659,15.89,341.055,301.563,597.114,14.76,16.799,0.993,53.185,6.501,4.967,1.279,1.885,3.456,2983.06,2431.814,356.905,318.032,8.358,7.646,15.205,16.499
AMNH2_8bit_trimmed.tif,5,122,154.35,36.904,38.613,1.8,36.904,38.613,-0.893,7.776,9.013,2359.227,3101.897,15.603,344.15,303.415,602.595,14.774,16.819,0.909,53.428,6.591,5.088,1.308,1.885,3.456,3007.813,2453.311,359.154,321.102,8.375,7.64,15.26,16.537
AMNH2_8bit_trimmed.tif,5,123,154.866,36.945,38.614,1.8,36.945,38.614,-0.901,7.798,9.114,2366.561,3138.646,15.869,344.373,303.47,601.558,14.781,16.909,0.726,54.058,6.591,5.09,1.307,1.885,3.456,3045.152,2460.055,362.305,323.793,8.405,7.598,15.269,16.609
AMNH2_8bit_trimmed.tif,5,124,154.342,36.955,38.606,1.8,36.955,38.606,-0.915,7.784,9.098,2354.598,3117.27,16.151,342.616,302.492,597.228,14.771,16.941,0.935,54.553,6.501,5.033,1.289,1.885,3.456,3031.499,2440.368,361.407,323.319,8.388,7.548,15.182,16.584
AMNH2_8bit_trimmed.tif,5,125,153.501,36.976,38.638,1.8,36.976,38.638,-0.9,7.825,9.005,2331.663,3088.426,15.687,342.956,297.958,599.213,14.678,16.856,0.951,53.185,6.591,5.068,1.31,1.885,3.456,2995.947,2424.141,359.183,322.254,8.341,7.522,15.074,16.556
AMNH2_8bit_trimmed.tif,5,126,136.103,36.805,39.093,1.8,36.805,39.093,-0.68,8.142,8.426,2196.59,2455.687,8.979,291.428,269.797,549.916,14.699,16.432,0.612,85.48,6.438,4.332,1.682,1.885,3.456,2378.796,2273.481,293.635,301.425,8.101,7.542,15.097,16.016
AMNH2_8bit_trimmed.tif,5,127,141.49,36.714,38.621,1.8,36.714,38.621,-1.132,7.345,8.447,1974.44,2821.791,19.328,334.052,268.802,540.371,13.819,16.742,1.029,56.378,5.418,4.416,0.992,1.885,3.456,2808.712,1987.519,339.231,263.153,8.28,7.553,14.322,16.586
AMNH2_8bit_trimmed.tif,5,128,153.628,37.009,38.625,1.8,37.009,38.625,-0.946,7.659,8.912,2337.4,3087.332,16.843,346.438,305.172,596.265,14.793,16.902,0.886,53.637,6.533,5.043,1.277,1.885,3.456,3017.22,2407.513,363.155,317.83,8.308,7.575,15.176,16.59
AMNH2_8bit_trimmed.tif,5,129,153.001,37.035,38.629,1.8,37.035,38.629,-0.95,7.674,8.906,2311.981,3095.22,16.874,347.53,301.277,594.983,14.663,16.962,0.834,54.684,6.501,5.044,1.283,1.885,3.456,3023.878,2383.323,362.649,315.862,8.338,7.545,15.065,16.639
AMNH2_8bit_trimmed.tif,5,130,153.358,37.085,38.66,1.8,37.085,38.66,-0.95,7.681,8.921,2316.046,3102.639,16.916,347.794,301.535,594.6,14.738,17.035,0.845,54.854,6.533,5.066,1.31,1.885,3.456,3031.033,2387.652,364.013,316.336,8.327,7.548,15.095,16.613
AMNH2_8bit_trimmed.tif,5,131,152.89,37.127,38.664,1.8,37.127,38.664,-0.97,7.604,8.927,2297.441,3104.727,17.343,347.783,302.149,590.24,14.785,17.11,0.855,55.575,6.484,5.033,1.327,1.885,3.456,3040.258,2361.91,364.73,312.447,8.336,7.559,15.027,16.643
AMNH2_8bit_trimmed.tif,5,132,152.724,37.121,38.662,1.8,37.121,38.662,-0.989,7.502,8.89,2302.84,3091.433,17.771,347.727,306.969,593.299,14.802,17.084,0.881,58.229,6.484,4.973,1.384,1.885,3.456,3036.328,2357.944,364.276,312.176,8.335,7.553,15.095,16.639
