PercentOfBone,A,normA,IAP,IML,normIAP,normIML
0.511730205278592,7.393992,2.71918958515216,8.9483,4.3701,1.72955801382092,1.44584868300369
0.513196480938416,7.393992,2.71918958515216,8.9483,4.32848,1.72955801382092,1.44239382275379
0.51466275659824,7.38754,2.7180029433391,8.98992,4.32848,1.7315656295204,1.44239382275379
0.516129032258065,7.381088,2.71681578322859,8.98992,4.32848,1.7315656295204,1.44239382275379
0.517595307917889,7.374636,2.71562810414092,8.98992,4.32848,1.7315656295204,1.44239382275379
0.519061583577713,7.368184,2.71443990539485,8.98992,4.32848,1.7315656295204,1.44239382275379
0.520527859237537,7.361732,2.71325118630767,8.98992,4.28686,1.7315656295204,1.438913957061
0.521994134897361,7.348828,2.71087218437166,8.98992,4.28686,1.7315656295204,1.438913957061
0.523460410557185,7.342376,2.70968190014991,9.03154,4.28686,1.73356628638616,1.438913957061
0.524926686217009,7.335924,2.70849109284118,9.03154,4.28686,1.73356628638616,1.438913957061
0.526392961876833,7.329472,2.70729976175524,9.03154,4.28686,1.73356628638616,1.438913957061
0.527859237536657,7.32302,2.70610790620034,9.03154,4.24524,1.73356628638616,1.43540865951165
0.529325513196481,7.316568,2.70491552548319,9.03154,4.24524,1.73356628638616,1.43540865951165
0.530791788856305,7.316568,2.70491552548319,9.03154,4.24524,1.73356628638616,1.43540865951165
0.532258064516129,7.310116,2.70372261890897,9.07316,4.24524,1.73556004044134,1.43540865951165
0.533724340175953,7.303664,2.70252918578135,9.07316,4.24524,1.73556004044134,1.43540865951165
0.535190615835777,7.297212,2.70133522540243,9.07316,4.20362,1.73556004044134,1.43187749215273
0.536656891495601,7.29076,2.70014073707279,9.07316,4.20362,1.73556004044134,1.43187749215273
0.538123167155425,7.29076,2.70014073707279,9.07316,4.20362,1.73556004044134,1.43187749215273
0.539589442815249,7.277856,2.6977501737559,9.11478,4.20362,1.73754694700359,1.43187749215273
0.541055718475073,7.264952,2.69535749020422,9.11478,4.20362,1.73754694700359,1.43187749215273
0.542521994134897,7.2585,2.69416035157524,9.11478,4.162,1.73754694700359,1.42832000506189
0.543988269794721,7.252048,2.6929626807663,9.11478,4.162,1.73754694700359,1.42832000506189
0.545454545454545,7.239144,2.69056573976552,9.11478,4.162,1.73754694700359,1.42832000506189
0.546920821114369,7.232692,2.68936646814821,9.11478,4.162,1.73754694700359,1.42832000506189
0.548387096774194,7.239144,2.69056573976552,9.1564,4.162,1.73952706069713,1.42832000506189
0.549853372434018,7.239144,2.69056573976552,9.1564,4.12038,1.73952706069713,1.42473573589686
0.551319648093842,7.232692,2.68936646814821,9.1564,4.12038,1.73952706069713,1.42473573589686
